noticeIdentifier,noticeVersion,contractIdentifier,changeNoticeVersionIdentifier,changeReasonCode,changeReasonDescription
65a1fbb7-b8fa-47a1-81b3-19eb0aea6d81,01,CON-0000,158087-2019,add-wss,"508
Es ist nicht möglich, diese zusätzlichen Leistungen mit einem anderen AN erbringen zu lassen, da nur durch ein fundiertes
Projektvorwissen, das nur aus den bereits ausgeführten Arbeiten unter Berücksichtigung von nicht dokumentierter Faktoren und
technischen Entscheidungen vor Ort gewonnen werden kann, eine mangelfreie Arbeit ausgeführt werden kann. Aufgrund der
kritischen Komplexität in der Ausführung der Arbeiten ist eine Bauleistungserbringung ohne eine Schnittstelle an diesem Punkt
unumgänglich. Es besteht das Risiko, das ein neuer AN kurzfristig alle statischen Faktore nicht berücksichtigen kann und diese
Arbeiten mangelhaft ausgeführt sind, und nicht-erwartete Verformungen nicht feststellen könnte, was zu beträchtlichen
Mehrkosten führen würde.
Mit einer Trennung des AN gehen Synergieeffekte durch einheitliche Leisungsdurchführung und Leistungsbetreuung verloren. Die
erforderlichen Leistungen stehen im untrennbaren räumlichen, zeitlichen und ausführungstechnischen Bezug zu den Arbeiten .
Eine Trennung zur Hauptvertragsleistung würde zu abwicklungs- und bautechnologisch nicht beherrschbaren Schnittstellen
führen.
Es ist nicht möglich, diese zusätzlichen Leistungen mit einem anderen AN erbringen zu lassen, da nur durch ein fundiertes
Projektvorwissen, das nur aus den bereits ausgeführten Arbeiten unter Berücksichtigung von nicht dokumentierter Faktoren und
technischen Entscheidungen vor Ort gewonnen werden kann, eine mangelfreie Arbeit ausgeführt werden kann. Aufgrund der
kritischen Komplexität in der Ausführung der Arbeiten ist eine Bauleistungserbringung ohne eine Schnittstelle an diesem Punkt
unumgänglich. Es besteht das Risiko, das ein neuer AN kurzfristig alle geotechnischen Faktore nicht berücksichtigen kann und
diese Arbeiten mangelhaft ausgeführt sind, was zu beträchtlichen Mehrkosten führen würde.
Mit einer Trennung des AN gehen Synergieeffekte durch einheitliche Leisungsdurchführung und Leistungsbetreuung verloren. Die
erforderlichen Leistungen stehen im untrennbaren räumlichen, zeitlichen und ausführungstechnischen Bezug zu den Arbeiten .
Eine Trennung zur Hauptvertragsleistung würde zu abwicklungs- und bautechnologisch nicht beherrschbaren Schnittstellen
führen."
bdb7cd0f-27a9-49e6-be6e-c80723885512,01,,bf67a77b-8bb3-4787-9884-61d1a07f7950-01,cor-pub,Verschiebung Submissionstermin
32bcd728-4e98-499d-a4e3-75f506ec038a,01,,5b16f54d-883e-436e-a7d4-2704ecf91df6-01,cor-buy,"Tippfehler in der Wiederholung der Vertragslaufzeit der Aufforderung zur Angebotsabgabe
Bindefrist in der Bekanntmachung gekürzt."
07c57189-4238-4bcf-987b-80763a6d7e23,01,,84328362-6e31-4534-88c5-e25898edea60-01,update-add,"Änderung der Vordrucke D1. ""Angebotsformular"", A1. Bewerbungsbedingungen wird vorgenommen . Im Zuge der Beantwortung von Bieterfragen und der damit neu hochgeladenen bzw. aktualisierten Vergabeunterlagen wird die Angebotsfrist vom 10.09.2026, 11:00 Uhr, auf den 17.09.2026, 11:00 Uhr, verlängert."
4d643fae-3e36-4698-9988-0d3e35879d8f,01,CON-0001,364378-2023,add-wss,"MKA 512
Im Zusammenhang mit den im betreffenden Bauabschnitt auszuführenden Kabeltiefbauarbeiten haben sich im Zuge der Ausführungsplanung sowie der Abstimmungen zwischen AG, BÜW und AN Anpassungen der ursprünglich vorgesehenen Ausführung ergeben. Hierdurch werden zusätzliche bzw. geänderte Leistungen erforderlich, die im vertraglich vereinbarten Leistungsumfang nicht oder nicht in der nunmehr erforderlichen Art und Weise enthalten sind. Die betroffenen Leistungen umfassen insbesondere: • Lieferung, Einbau und Verdichtung einer KG-1-Schicht im Randbereich des Bestandsdamms, • Lieferung und Einbau von Fertigteilrahmen (Einfassrahmen) einschließlich Absturzsicherung, • Herstellung von Aufstandsflächen für Kabelschränke aus Rasengittersteinen einschließlich Randeinfassung, Unterbau und erforderlicher Erdarbeiten, • Rückbau und Wiederherstellung von Böschungsbefestigungen im Bereich übersteiler Böschungen. Die Notwendigkeit dieser Leistungen wurde zwischen AN und Projektleitung abgestimmt. "
0a256d31-3992-4c28-af2a-af2e7c9d54a3,01,,ef55df57-4a0c-4616-a270-d23e1c4e1218-01,update-add,
b37b8634-91f0-43a1-9a0b-524aae0ee02e,01,CON-0000,7ccd9bc5-beb6-42a0-aa33-948a6b599c05-01,add-wss,"Im Zuge der Erstellung des 4. Änderungsantrags, sowie der daraus resultierenden, im Genehmigungsbescheid beauflagten, denkmalfachlichen Begleitung, entsteht ein zusätzlicher Mehraufwand. Der Umfang der im NA114 bereits beauftragten Mehrleistungen hat sich erweitert, sodass die zusätzlichen Leistungen in diesem Nachtrag in Fortführung zu NA114 ergänzt und fortgeschrieben werden müssen. Der gegenständliche Nachtrag umfasst die Erstellung eines Leistungsbeschriebs (Zuarbeit zur LV-Erstellung) unter Berücksichtigung restauratorischer Aspekte für den denkmalgeschützten Boden sowie die Abhangdecke im 1. OG NTW („Wiener Café“), die Unterstützung bei der Planung „Schlosser IV“ (Denkmalschlosser) durch vertiefte Bauteilanalysen (u. a. Bestimmung von Bauphasen), Archivrecherchen sowie Mitwirkung bei Leistungsbeschreibungen, sowie die Unterstützung bei der Erstellung des gemäß Baugenehmigung erforderlichen Maßnahmenbeschriebs für den 5. Änderungsantrag, einschließlich zusätzlicher Archivrecherchen sowie Abstimmungsterminen mit der Unteren Denkmalschutzbehörde und dem Landesamt für Denkmalpflege. Diese zusätzlichen planerischen Leistungen waren nicht Bestandteil der ursprünglichen Beauftragung. Ein Wechsel des Auftragnehmers ist aus technischen und wirtschaftlichen Gründen nicht möglich."
3084e989-acb5-4689-8ebb-6bf0ad8e0903,01,,df650619-a9ac-4acf-8312-1d0d7a383843-01,cor-pub,neue Angebotsfrist (Ziff. 5.1.12.)
68395e6d-ee88-4b84-b477-68e4396c6059,01,CON-0001,4383eb03-de0c-4e23-9e8f-95307ded3835-01,add-wss,"156
Die Erneuerung der Verkehrsstation Ochenbruck wird durch die Fa. Swietelksy vorgenommen, wodurch die Fa. sich mit den Begebenheiten vor Ort, insbesondere im Bereich der Personenunterführung, bereits vertraut gemacht hat. Der Bauaublauf hierzu ist bereits abgestimmt, wodurch die Anpassung der Sützwand und Fertigteile durch einen neuen AN technisch und bauzeitlich eine große Schwierigkeit darstellen würde. Mehrere AN im räumlich eng eingegrenzten Baufeld der Personenunterführung wären logistisch nicht möglich.Ein neuer AN hätte einen erheblichen Einarbeitungsaufwand, um die komplexen projektspezifischen Rahmenbedingungen zu verstehen und sich mit den örtlichen Begebenheiten, v.a. in Bezug auf die Personenunterführung und die anzupassende Stützwand samt Fertigteilen vertraut zu machen. Es entstünde ein erheblicher Abstimmungsbedarf zwischen dem bisherigen AN und dem neuen AN. Dies wäre mit zusätzlichen Kosten und Verzögerungen verbunden. Zudem könnte die Qualität der Gesamtanlage beeinträchtigt sein. Beim bestehenden AN entfallen diese Schwierigkeiten, da er bereits Arbeiten an der Haltestelle Ochenbruck und der zugehörigen Personenunterführugn geplant hat und somit über die notwendigen Kenntnisse und Projekterfahrung verfügt.
169
Die Bauarbeiten am Bahnhof Neumarkt werden durch die Fa. Swietelksy vorgenommen. U.a. ist die Fa. Swietelksy ohnehin mit der Montage der Uhren sowie im Kabeltiefbau beauftragt, wodurch sich die Fa. mit den Begebenheiten vor Ort bereits vertraut gemacht hat. Der Bauaublauf hierzu ist bereits abgestimmt, wodurch die Zusatzarbeiten an den Uhren samt Kabelverlegungsarbeiten durch einen neuen AN technisch, räumlich und bauzeitlich nicht umzusetzen wären. Verschiedene Auftragnehmer im räumlich begrenzten Baufeld wären logistisch nicht realisierbar. Ein neuer AN hätte einen erheblichen Einarbeitungsaufwand, um die komplexen projektspezifischen Rahmenbedingungen zu verstehen und sich mit den örtlichen Begebenheiten am Bahnhof Neumarkt vertraut zu machen. Es entstünde ein erheblicher Abstimmungsbedarf zwischen dem bisherigen AN und dem neuen AN. Dies wäre mit zusätzlichen Kosten und Verzögerungen verbunden. Zudem könnte die Qualität der Gesamtanlage beeinträchtigt sein. Beim bestehenden AN entfallen diese Schwierigkeiten, da er bereits Arbeiten am Bahnhof Neumarkt, u.a. die Uhren betreffend und am Kabeltiefbau geplant hat und somit über die notwendigen Kenntnisse und Projekterfahrung verfügt."
162d0079-0ada-4d8b-b2a3-db5d889299a2,01,,71caf3ea-7947-4110-90ef-86fcac2c151a-01,update-add,Extension of deadline.
b77e9652-6802-4103-a4e1-af42fab8cb9d,01,CON-0000,82696-2022,add-wss,"Die Beauftragung des Nachtrages ist zwingend erforderlich, da die angebotene Leistung zur Herstellung der beauftragten Leistungen erforderlich ist. Die gesetzlichen Anforderungen des § 132 Abs. 2 Nr. 2 GWB werden durch den vorliegenden Sachverhalt erfüllt. Ein Wechsel des Auftragnehmers aus wirtschaftlichen oder technischen Gründen kann nicht erfolgen und wäre mit erheblichen Schwierigkeiten oder beträchtlichen Zusatzkosten für den öffentlichen Auftraggeber verbunden.

Nachdem eine sehr hohe Wahrscheinlichkeit besteht, dass der B-Plan im Dezember rechtskräftig wird und damit eine Genehmigung des zusätzlichen 14. OG sehr realistisch ist soll nun der Bauantrag erstellt werden um diesen kurzfristig nach Rechtskraft des B-Plans einreichen zu können."
7a855c7f-8d65-411f-9126-6dcb4aec744d,01,,ccb75731-cd59-43d3-9eba-eb19d9e005b2-01,cor-buy,"Aufgrund einer Anpassung von Daten in de unterlage ""Bewerbungsbedingungen"" wie folgt:

Anpassung der ""Bewerbungsbedingungen"" Ziffer 4.4 (Seite 15), Punkte 5, 6 und 7: 

Ursprünglich:
•Präsentationsrunde mit max. 6 Bietern: 27.-29.10.2026
•Versand der Einladung zum Dialog (an max. 3 Bieter): bis 06.11.2026
•Dialoggespräche mit 3 Bietern: am 17.-19.11., 24.-26.11. sowie 01.-03.12.26

Neu angepasst:
•Präsentationsrunde mit max. 6 Bietern: 03.-05.11.2026
•Versand der Einladung zum Dialog (an max. 3 Bieter): bis 13.11.2026
•Dialoggespräche mit 3 Bietern: am 24.-26.11.2026 und am 01.-03.12.2026 

Anpassung der ""Bewerbungsbedingungen"" Ziffer 5.21 (Seite 22), vorletzter Absatz: 

Ursprünglich:
Die erste Präsentationsrunde soll wie unter 4.3 Zeitplan beschrieben am 27./28./29. Oktober 2026 stattfinden.
 
Neu angepasst:
Die erste Präsentationsrunde soll wie unter 4.4 Zeitplan beschrieben am 03./04./05. November
2026 stattfinden.
  
Anpassung der ""Bewerbungsbedingungen"" Ziffer 5.21 (Seite 23), Themenwoche 2 und 3: 

Ursprünglich:
•Themenwoche 2: IT-Service-Management
(siehe Anlage 1, Seiten 17 bis 19)
•Themenwoche 3: Kalkulations- und Abrechnungsmodell, Kostendeckungsbeitrag,
Finanzierungsmodell sowie Vertragsentwurf
(siehe Anlage 1, Seite 19)
 
Das Thema für die erste Themenwoche ist festgelegt. Bei den anderen Themenwochen behält sich der Auftraggeber Änderungen oder Ergänzungen vor.
 
Neu angepasst (Zusammenfassung von Themenwoche 2 und 3):
•Themenwoche 2: IT-Service-Management (siehe Anlage 1, Seiten 17 bis 19) &
Kalkulations- und Abrechnungsmodell, Kostendeckungsbeitrag, Finanzierungsmodell sowie Vertragsentwurf (siehe Anlage 1, Seite 19)
 
Die grundsätzlichen Themen sind festgelegt. Zu den einzelnen Inhalten behält sich der Auftraggeber Änderungen oder Ergänzungen vor.
 
Die Änderungen sind in der Unterlage ""Bewerbungsbedingungen"" rot markiert. Die aktualisierte Version 2 der ""Bewerbungsbedingungen"" steht als ""Bewerbungsbedingungen-V2"" zur Verfügung und ist nach aktuellem Stand von den Bewerbern zu berücksichtigen."
10b4365a-23af-4cbd-874f-5faa960c37e5,01,,ecab6be8-83ee-46b2-b046-ddf8e0b271c7-01,cor-buy,Ziff. 5.1 Korrektur Angaben zur Eventualleistung
bdf2df03-ecca-4e4a-834a-8c169022bab7,01,CON-0000,284581-2025,add-wss,"Aufgrund einer Schnittstellenänderung in der Leistungsphase 5 erfolgt die Verlegung der Leerrohre von der Übergabedose, in der Regel in der Abhangdecke bzw. oberhalb der UK SIN (Unterkante Sichtinstallation), nunmehr durch den AN Elektroinstallation. Die Übergabedosen selbst sowie die Leitungen und Leerrohre, beispielsweise von der nächstgelegenen Kabelrinne bis zur Übergabedose, sind bereits Bestandteil des beauftragten Leistungsverzeichnisses. Ca. 80-90 % der angebotenen Leistung waren nach vorheriger Schnittstellenliste Leistung durch den AN Türen (oder vergleichbar). Die zusätzliche Koordinationsleistung ist erforderlich, da Art und Umfang der Leistung über die üblicherweise geschuldete M&W-Planung hinausgehen. Aus planerischer Sicht ist diese Leistung als Sonderleistung nach HOAI einzuordnen (vgl. Leerrohre in Sichtbeton). Da die Wandaufbauten im 3D-Modell jedoch nicht durchgängig mit dem tatsächlichen Bestand übereinstimmen, kann diese Planungsleistung auf dieser Grundlage nicht erbracht werden. Die Leistungen waren nicht Bestandteil der ursprünglichen Beauftragung. Ein Wechsel des Auftragnehmers im Rahmen einer Neuausschreibung kann aus wirtschaftlichen und technischen Gründen nicht erfolgen und wäre mit erheblichen Schwierigkeiten oder beträchtlichen Zusatzkosten verbunden gewesen."
e5b06742-88fb-461f-b5a2-561a22b4947e,01,,73d96d95-d4d8-4bb5-bf5a-1a1a8857b70c-01,cor-buy,Änderung Submissionstermin
2d885c65-7f8d-466b-ae79-a214d09abef4,01,,ea391869-27aa-49aa-a83f-23175d48df49-01,cor-buy,Präzisierung  Referenzen
f3a5f1e0-9f72-4179-90d4-bcbd0ab4b850,01,,c554a626-3137-4f4d-b26f-9b4c1df8b16b-01,cor-pub,15.09.2026: Die Frist für den Eingang der Teilnahmeanträge wurde auf den 29.09.2026 verlängert.
e57a5e81-925c-4497-a287-25ade645b989,01,,f77d5b0d-af5c-4a12-bf84-bae42fa9f5ba-01,cor-pub,15.09.2026: Die Frist für den Eingang der Teilnahmeanträge wurde auf den 29.09.2026 verlängert.
6c6fd5da-2d81-4cd1-9b7a-4f9af163c766,01,CON-0001,110392-2022,mod-nons,Bedarf zusätzlicher Bauleistungen
b9edd57c-869d-46a1-9b2f-e4d784c599f8,01,CON-0001,287756-2022,add-wss,Ursachen nicht vorhersehbar
d5be3ec2-f7c5-4017-bc4c-fae12b7f6ef7,01,,ffd3bf25-d7c7-4f84-8405-114985a6b9c0-01,update-add,"Die Frist für die Einreichung der Angebote wird bis zum 28.09.2026, 12:00 Uhr verlängert."
ec979362-0650-4ab1-8069-b5eb25d72e28,01,,b3659f23-1095-489e-8875-1f9d1f087d05-01,update-add,"Folgendes Dokument wird den Bewerbern/Bietern mit der Version 2 der Ausschreibungsunterlagen zur Verfügung gestellt:

- B3_04_W084_Sonstiges_Lageplan

Die Anlage ""A2_Inhaltsverzeichnis_Ausschreibungsunterlagen_V2"" wurde entsprechend angepasst und Änderungen blau markiert."
f1b8b89e-0c34-489c-8605-e48d0d0a5cb1,01,,794ea419-eb4f-4414-a8e9-3be7baa91b43-01,cor-buy,Austausch Leistungsverzeichnis gemäß Bieterfragen.
91690441-2088-4e96-99df-2b8ad32e5a1b,01,CON-0001,19541c73-c23a-4bb3-9719-c256c93db045-01,add-wss,"VA 030 - Während der Bestandserkundungen wurde festgestellt, dass die vorhandene Stützwand nördlich der EU Kirchstraße zusätzliche Maßnahmen zur Erneurung benötigt, um die Standsicherheit wiederherzustellen.
VA 035 - Gem. der Anordnung seitens AG ist in Abkehr zu den im Vertrag vereinbarten Leistungen eine Schraffur des Gefahrenbereichs am Bahnsteig auszustatten anstatt diese mit Betonsteinpflaster auszulegen.
VA 036 - Aufgrund der geänderten Ausführung des Trogbauwerks, d.h. infolge des nunmehr zu realisierenden Höhenunterschiedes der Wände des Trogbauwerks für die Rampe zum Bstg. 2,müssen gemäß Standsicherheitsnachweis zusätzliche Mikropfähle auf der Trogseite mit hoher Wand eingebaut werden, um somit bauwerksverträgliche Verformungen zu gewährleisten.
VA 040 - Aufgrund der geänderten Ausführung des Trogbauwerks, d.h. infolge des nunmehr zu realisierenden Höhenunterschiedes der Wände des Trogbauwerks für die Rampe zum Bstg. 2,müssen gemäß Standsicherheitsnachweis zusätzliche Mikropfähle auf der Trogseite mit hoher Wand eingebaut werden, um somit bauwerksverträgliche Verformungen zu gewährleisten."
98597e19-5747-4c1b-988b-56cbc7418509,01,,98ba477c-4078-4c63-8804-b5b69530de3e-01,update-add,Verlängerung der Angebotsfrist. Änderung der Vergabeunterlagen
991c04fe-ca10-4e6b-9304-0ad31b4757ed,01,,ed9388cb-0304-4456-862b-4dd329a7123a-01,update-add,"Die Vergabeunterlagen wurden überarbeitet, ergänzt und neu strukturiert. Dies betrifft insbesondere die Bewerbungsbedingungen, die Eignungs- und Auswahlkriterien, die Zuschlagskriterien, die Anforderungen an das Projektteam, die Leistungsbeschreibung, den Leistungs- und Vergütungskatalog sowie den Vertrag. Die aktualisierten Vergabeunterlagen wurden über den Projektraum der E-Vergabeplattform zur Verfügung gestellt.  Im Zuge der Aktualisierung wurde auch der vergaberechtliche Terminplan angepasst. Die Frist zur Abgabe der Teilnahmeanträge (Teilnahmefrist) läuft ab am Dienstag, 6. Oktober 2026, 13:00 Uhr.  Interessierte Unternehmen werden gebeten, bei der Erstellung ihrer Teilnahmeanträge die aktualisierten Vergabeunterlagen zu berücksichtigen. Die übrigen bereits bereitgestellten, insbesondere die projektspezifischen Unterlagen bleiben weiterhin Bestandteil der Vergabeunterlagen, soweit sie nicht ausdrücklich durch eine aktualisierte Fassung ersetzt wurden."
e7ffd4a2-72f0-4c60-b831-c4b32143062c,01,CON-0001,271043-2020,add-wss,"Um den geltenden Regeln der Technik und den Richtlinien für die Neuverblechung der Turmkuppel, hier die Verblechung der Öffnungsflügel, gerecht zu werden, kam es zu einigen Vorgaben durch die beauftragte und ausführende Klempnerfirma. So war es jetzt zwingend erforderlich, die aus Stahlblech bestehenden äußeren Wangen der Tore ebenfalls zu verblechen, was eine komplette Holzverschalung dieser Wangen bedingt. Dazu kamen einige vor Ort abgestimmte Details und spezielle Anschlüsse, die im Vorfeld nicht vorauszusehen waren und nun angearbeitet werden mussten."
9affc1f7-f387-4b6c-b221-a24ee46c41c6,01,CON-0001,efc90732-a542-4968-a239-6a2aab49f241-01,add-wss,AvL 170 - Die Leistungen sind für die vertragsgemäße Ausführung notwendig und unmittelbar mit den beauftragten Arbeiten verknüpft. Ein ANWechsel wäre aus technischen Gründen (Schnittstellen) und aus wirtschaftlichen Gründen (Verzögerungen) nicht zweckmäßig und mit erheblichen Zusatzkosten verbunden.
d28f5c90-99bc-44f6-ab7f-b559d95655ec,01,CON-0001,357805-2018,add-wss,"Bau-Soll wurde durch den Auftraggeber geändert, da die Stromanlage so aufgebaut werden sollte, dass einzelne Baustromverteiler und Baustromkabel zurückgebaut werden können.
Außerdem machte die Montage einer Aufzugsanlage mit einem Stromanschluss, der einen allstromsensitiven FI-Schutzschalter notwenidig.
Durch den verlängerten Bauablauf muss die Baustromanlage bis September 2024 in Betrieb bleiben."
d6edcf37-85e7-4c5d-aadd-631777267c50,01,CON-0001,262494-2021,add-wss,"NT08 - Um die Fundamentertüchtigung rechtzeitig vor Einrichtung dieses bauzeitlichen Zugangs ausführen zu können, ist eine unmittelbare planerische Vorbereitung erforderlich. Gegenstand des Nachtrags ist daher die Erweiterung des Leistungsumfangs um die Leistungsphasen 3–6 für die entsprechende Ertüchtigungsmaßnahme.  Diese zusätzlichen Planungsleistungen sind unmittelbar erforderlich, da ohne ihre Durchführung die rechtzeitige bauliche Umsetzung nicht sichergestellt werden kann. Eine Verschiebung der Leistungen ist ausgeschlossen, da das Baufeld später nicht mehr zur Verfügung steht."
afd9f95e-cfc5-4aa3-9657-683dc982242e,01,CON-0001,19541c73-c23a-4bb3-9719-c256c93db045-01,add-wss,"MKA 022 - Der AN ist laut Vertrag mit der Generalsanierung des Korridors Rechter Rhein beauftragt. Da die o. g. Mehraufwendungen zur Erbringung des vereinbarten Werkerfolgs erforderlich und direkt mit der ursprünglichen Hauptvertragsleistung verknüpft sind, ist kein AN-Wechsel möglich. Durch die Beauftragung eines weiteren AN würden erhebliche Schwierigkeiten bei der Zuordnung der Verantwortlichkeiten bei möglichen Mängelansprüchen entstehen. Zudem würde ein AN-Wechsel einen erheblichen Mehraufwand verursachen, da ein neuer Auftragnehmer zunächst in die spezifischen Anforderungen und den Projektstand eingearbeitet werden müsste. Dies würde sowohl zusätzliche Zusatzkosten als auch Zeitverzögerungen im Projektablauf verursachen. Die zusätzliche Leistung ist eng mit den bereits geplanten bzw. teilweise umgesetzten Schichtenaufbauten und den örtlichen Gegebenheiten abgestimmt. Ein neuer Auftragnehmer müsste sich zunächst umfassend in die spezifischen Anforderungen, die gewählten Materialien sowie die konstruktiven Randbedingungen einarbeiten. Dies würde zu zusätzlichem Abstimmungsaufwand, zeitlichen Verzögerungen und vermeidbaren Mehrkosten führen."
77dd412a-f4af-4b1f-bc1b-77bcaf09e031,01,CON-0001,52ea0c7d-5848-4c30-8733-e7c9c96cb188-01,add-wss,"023:
Ein Wechsel des AN würde erheblichen Mehraufwand und Verzögerungen im Leistungsablauf verursachen. Ein neuer Planer müsste sich erst in die vorhandenen komplexen Unterlagen und in den Sachstand einarbeiten, dann die Lücken feststellen und bearbeiten. Dabei könnte nicht ausgeschlossen werden, dass dann wieder Widersprüche oder Lücken auftreten. Dies stellt eine doppelte Bearbeitung dar, die sowohl zeitlich als auch finanziell nachteilig wäre

024:
Ein Wechsel des AN würde erheblichen Mehraufwand und Verzögerungen im Leistungsablauf verursachen. Ein neuer Planer müsste sich erst in die vorhandenen komplexen Unterlagen und in den Sachstand einarbeiten, dann die Lücken feststellen und bearbeiten. Dabei könnte nicht ausgeschlossen werden, dass dann wieder Widersprüche oder Lücken auftreten. Dies stellt eine doppelte Bearbeitung dar, die sowohl zeitlich als auch finanziell nachteilig wäre 

025:
Ein Wechsel des AN würde erheblichen Mehraufwand und Verzögerungen im Leistungsablauf verursachen. Ein neuer Planer müsste sich erst in die vorhandenen komplexen Unterlagen und in den Sachstand einarbeiten, dann die Lücken feststellen und bearbeiten. Dabei könnte nicht ausgeschlossen werden, dass dann wieder Widersprüche oder Lücken auftreten. Dies stellt eine doppelte Bearbeitung dar, die sowohl zeitlich als auch finanziell nachteilig wäre

026:
Ein Wechsel des AN würde erheblichen Mehraufwand und Verzögerungen im Leistungsablauf verursachen. Ein neuer Planer müsste sich erst in die vorhandenen komplexen Unterlagen und in den Sachstand einarbeiten, dann die Lücken feststellen und bearbeiten. Dabei könnte nicht ausgeschlossen werden, dass dann wieder Widersprüche oder Lücken auftreten. Dies stellt eine doppelte Bearbeitung dar, die sowohl zeitlich als auch finanziell nachteilig wäre

027:
Ein Wechsel des AN würde erheblichen Mehraufwand und Verzögerungen im Leistungsablauf verursachen. Ein neuer Planer müsste sich erst in die vorhandenen komplexen Unterlagen und in den Sachstand einarbeiten, dann die Lücken feststellen und bearbeiten. Dabei könnte nicht ausgeschlossen werden, dass dann wieder Widersprüche oder Lücken auftreten. Dies stellt eine doppelte Bearbeitung dar, die sowohl zeitlich als auch finanziell nachteilig wäre

031:
Ein Wechsel des AN würde erheblichen Mehraufwand und Verzögerungen im Leistungsablauf verursachen. Ein neuer Planer müsste sich erst in die vorhandenen komplexen Unterlagen und in den Sachstand einarbeiten, dann die Lücken feststellen und bearbeiten. Dabei könnte nicht ausgeschlossen werden, dass dann wieder Widersprüche oder Lücken auftreten. Dies stellt eine doppelte Bearbeitung dar, die sowohl zeitlich als auch finanziell nachteilig wäre

032:
Ein Wechsel des AN würde erheblichen Mehraufwand und Verzögerungen im Leistungsablauf verursachen. Ein neuer Planer müsste sich erst in die vorhandenen komplexen Unterlagen und in den Sachstand einarbeiten, dann die Lücken feststellen und bearbeiten. Dabei könnte nicht ausgeschlossen werden, dass dann wieder Widersprüche oder Lücken auftreten. Dies stellt eine doppelte Bearbeitung dar, die sowohl zeitlich als auch finanziell nachteilig wäre

033:
Ein Wechsel des AN würde erheblichen Mehraufwand und Verzögerungen im Leistungsablauf verursachen. Ein neuer Planer müsste sich erst in die vorhandenen komplexen Unterlagen und in den Sachstand einarbeiten, dann die Lücken feststellen und bearbeiten. Dabei könnte nicht ausgeschlossen werden, dass dann wieder Widersprüche oder Lücken auftreten. Dies stellt eine doppelte Bearbeitung dar, die sowohl zeitlich als auch finanziell nachteilig wäre

034:
Ein Wechsel des AN würde erheblichen Mehraufwand und Verzögerungen im Leistungsablauf verursachen. Ein neuer Planer müsste sich erst in die vorhandenen komplexen Unterlagen und in den Sachstand einarbeiten, dann die Lücken feststellen und bearbeiten. Dabei könnte nicht ausgeschlossen werden, dass dann wieder Widersprüche oder Lücken auftreten. Dies stellt eine doppelte Bearbeitung dar, die sowohl zeitlich als auch finanziell nachteilig wäre

035:
Ein Wechsel des AN würde erheblichen Mehraufwand und Verzögerungen im Leistungsablauf verursachen. Ein neuer Planer müsste sich erst in die vorhandenen komplexen Unterlagen und in den Sachstand einarbeiten, dann die Lücken feststellen und bearbeiten. Dabei könnte nicht ausgeschlossen werden, dass dann wieder Widersprüche oder Lücken auftreten. Dies stellt eine doppelte Bearbeitung dar, die sowohl zeitlich als auch finanziell nachteilig wäre"
dc8a5290-a8f6-4e7a-93be-cc3b6edf7b7f,01,,e6a5b02b-25ec-489c-9888-c46b4a39bce6-01,update-add,
8712ead9-715a-4650-ab3e-b34384a3359a,01,,a2a6e781-2060-4596-9dfa-79b282424abd-01,update-add,Verlängerung der Angebotsfrist.
04f76f7a-e349-489a-a764-54850c2dea86,01,,635697-2026,cor-pub,"VERFAHREN - BESCHREIBUNGSTATT: Gegenstand des Auftrags sind Leistungen der Objektplanung Gebäude und Innenräume gem. §§ 33 ff HOAI 2021, LPH 3-9 bei stufenweiser BeauftragungMUSS ES HEISSEN:Gegenstand des Auftrags sind Leistungen der Technische Ausrüstung ALG 1, 2, 3, 7 und 8 (HLS) gem. §§ 53 ff HOAI  2021, LPH 3-9 bei stufenweiser Beauftragung."
d3248030-a348-43c2-a9dd-1f1b9f890f0d,01,,a04d724b-9213-43ce-80a1-e56ea9572dce-01,update-add,
cba98c7f-e41f-4ab9-81b8-7a3319fc583a,01,CON-0000,434810-2016,add-wss,"MKA 106 Fachgerechtes Verschließen entsprechend geltender DIN-Normen und den brandschutztechnischen Anforderungen aller geöffneter

Brandschotts und neuer Kabeldurchführungen in den Tunnelanlagen und Verteilerräumen."
6f3b35b2-71c9-4abb-a5de-426cf16e85d8,01,CON-0000,832140-2025,mod-cir,Es wurden aus Gründen des gesamten Erscheinungsbild Fließen demontiert und an ande-rer stelle neu Verlegt und die Treppenräume den neuen Fluren angepasst. Dies erfolgte auch auf Grundlage der visuellen Zusammenhängen der neuen Fluchtwege.
81db0040-7ed0-434a-947e-7113d2568512,01,,7e3ac35e-33ed-4947-b094-6b8cecef2597-02,update-add,Aufgrund der technischen Migration der E-Vergabe-Plattform wird die Angebotsfrist in diesem Vergabeverfahren verschoben. Mit der Anpassung der Angebotsfrist verschiebt sich auch das Ende der Bindefrist.
7ee8c71e-6e5c-48b4-bbd0-68c027e3724d,01,,f8d3d6d5-50f5-4a1f-9114-6cff4fb9297a-01,cor-buy,
252e2ba7-7660-4d37-a9f0-0247365d28f8,01,,5c97e6fb-992d-4258-8079-c06922fe57d6-01,cor-buy,
c3a9b49a-2f04-4f8c-8eb2-c8341bbafabe,01,,83298eb9-40d1-4b29-b74b-d8de49383296-01,update-add,Termine geändert
ad444921-a025-4950-b270-afc0dd34dd39,01,,9eb67ea8-6f13-4a27-8168-b73e3d3717c0-01,update-add,Änderungen im Leistungsverzeichnis
