noticeIdentifier,noticeVersion,organisationName,organisationIdentifier,organisationCity,organisationPostCode,organisationCountrySubdivision,organisationCountryCode,organisationInternetAddress,organisationNaturalPerson,organisationRole,buyerProfileURL,buyerLegalType,buyerContractingEntity,winnerSize,winnerOwnerNationality,winnerListed
d18415b2-37c4-4bb8-bca6-73e36fa44adf,01,SBH | Schulbau Hamburg,85b322a2-fc67-45d7-b38d-202dd3dddec4,Hamburg,20355,DE600,DEU,https://schulbau.hamburg,,,,,,,,
d18415b2-37c4-4bb8-bca6-73e36fa44adf,01,Fliesenservice Spaans & Henke GmbH,6a1201e3-1902-48ec-92a7-25c411c42022,Rostock,18069,DE803,DEU,,,tenderer,,,,small,,
de39d29e-8132-47bb-a227-fe06507d0371,01,Vergabe und Beschaffungszentrum Dortmund,05913-31001-34,Dortmund,44135,DEA52,DEU,,,buyer,,kommun-beh,,,,
de39d29e-8132-47bb-a227-fe06507d0371,01,Vergabekammer bei der Bezirksregierung,DE164242157,Münster,48147,DEA33,DEU,,,,,,,,,
de39d29e-8132-47bb-a227-fe06507d0371,01,Vergabekammer der Bezirksregierung,DE 164 242 157,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
763c3a53-9692-49bb-add0-43db1fd0f91d,01,MRG Münchner Raumentwicklungsgesellschaft mbH,USt-IdNr. DE161239486,München,81829,DE212,DEU,https://www.mrg-gmbh.de,,buyer,https://www.staatsanzeiger-eservices.de,pub-undert-ra,,,,
763c3a53-9692-49bb-add0-43db1fd0f91d,01,Regierung von Oberbayern - Vergabekammer Südbayern,09-0318006-60,München,80534,DE212,DEU,https://www.regierung.oberbayern.bayern.de,,reviewer,,,,,,
763c3a53-9692-49bb-add0-43db1fd0f91d,01,Johannes Klais Orgelbau GmbH & Co. KG,USt-IdNr. DE122121943,Bonn,53111,DEA22,DEU,https://www.klais.de,,tenderer,,,,medium,,
810e6512-9092-4f9a-a6ab-93befebd7864,01,FAIR - Facility for Antiproton and Ion Research in Europe GmbH,Planc,Darmstadt,64291,DE711,DEU,http://www.fair-center.de,,buyer,,pub-undert-cga,,,,
810e6512-9092-4f9a-a6ab-93befebd7864,01,Vergabekammer des Bundes,022894990,Bonn,53123,DEA22,DEU,https://www.bundeskartellamt.de,,reviewer,,,,,,
d29a2896-ac0d-4e81-87ca-6bca68477b0e,01,Universitätsmedizin Greifswald KöR,13-X19111018-22,Greifswald,17489,DE80N,DEU,https://www.medizin.uni-greifswald.de,,buyer,,koerp-oer-land,,,,
d29a2896-ac0d-4e81-87ca-6bca68477b0e,01,Universitätsmedizin Rostock,13-X73130001000-61,Rostock,18057,DE803,DEU,https://www.med.uni-rostock.de/,,buyer,,koerp-oer-land,,,,
d29a2896-ac0d-4e81-87ca-6bca68477b0e,01,"Geschäftsstelle der Vergabekammern beim Ministerium für Wirtschaft, Infrastruktur, Tourismus und Arbeit Mecklenburg-Vorpommern",VKMV-13-L50010000000-78,Schwerin,19053,DE804,DEU,http://www.regierung-mv.de,,reviewer,,,,,,
69f42806-87d3-4f16-88fb-96f6bdee1dc0,01,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,993-80072-52,Eschborn,65760,DE71A,DEU,https://www.giz.de,,buyer,,pub-undert-cga,,,,
69f42806-87d3-4f16-88fb-96f6bdee1dc0,01,Vergabekammern des Bundes,022894990,Bonn,53113,DEA22,DEU,https://www.bundeskartellamt.de,,reviewer,,,,,,
6b0f4674-e061-4675-a513-14d54862e182,01,"Stadt Forst (Lausitz), Die Bürgermeisterin, Fachbereich Bauverwaltung",12-12992262173111-89,Forst (Lausitz),03149,DE40G,DEU,http://www.forst-lausitz.de,,buyer,,kommun-beh,,,,
6b0f4674-e061-4675-a513-14d54862e182,01,"Vergabekammer des Landes Brandenburg beim Ministerium für Wirtschaft, Arbeit und Energie",t:03318661719,Potsdam,14473,DE404,DEU,https://mwaek.brandenburg.de/,,reviewer,,,,,,
6b0f4674-e061-4675-a513-14d54862e182,01,ö_konzept Agentur für Werbung und Kommunikation GmbH & Co. KG,HRB 12402 Amtsgericht Chemnitz,Zwickau,08058,DED45,DEU,http://www.oe-konzept.de,,tenderer,,,,small,DEU,False
95906661-a883-4219-9c5f-e89d254ce70b,01,DB InfraGO AG – Geschäftsbereich Fahrweg (Bukr 16),fb197f94-7578-4673-8a57-4642ae120532,Frankfurt Main,60327,DE712,DEU,http://www.deutschebahn.com/bieterportal/,,buyer,,,,,,
95906661-a883-4219-9c5f-e89d254ce70b,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
95906661-a883-4219-9c5f-e89d254ce70b,01,BIEGE Sangerhausen - Eisleben c/o Jaeger Umwelt + Verkehr GmbH + Co KG,07b97a48-1670-4d3c-9e09-fdfbaaecef4a,Bernburg,06406,DEE0C,DEU,,,tenderer,,,,,,
f9402825-f213-40c8-8453-1ad29277d8f7,01,Gemeindevorstand der Gemeinde Heuchelheim a. d. Lahn,'-,Heuchelheim,35452,DE721,DEU,,,buyer,,kommun-beh,,,,
f9402825-f213-40c8-8453-1ad29277d8f7,01,Vergabekammer des Landes Hessen beim Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64283,DE711,DEU,,,reviewer,,,,,,
f9402825-f213-40c8-8453-1ad29277d8f7,01,Bothe-Hild GmbH,DE 238 528 289,Herborn,35745,DE722,DEU,,,tenderer,,,,medium,,False
8af347ed-e0b4-414f-8662-44a1be1556e0,01,Stadt Rheine,055660076076-31001-06,Rheine,48431,DEA37,DEU,,,buyer,,kommun-beh,,,,
8af347ed-e0b4-414f-8662-44a1be1556e0,01,Vergabekammer Westfalen bei der Bezirksregierung Münster,05515-03004-07,Münster,48147,DEA33,DEU,https://www.bezreg-muenster.de,,reviewer,,,,,,
8af347ed-e0b4-414f-8662-44a1be1556e0,01,LEMMING Rammtechnik GmbH,HRB 81184,Monheim am Rhein,40789,DEA1C,DEU,,,tenderer,,,,small,DEU,False
06d24af2-412b-48d0-b33c-74005b9380fe,01,KZV Nordrhein,t:021196840,Düsseldorf,40237,DEA11,DEU,,,buyer,,koerp-oer-land,,,,
06d24af2-412b-48d0-b33c-74005b9380fe,01,Vergabekammer Rheinland,05315-03002-81,Köln,50667,DEA23,DEU,,,reviewer,,,,,,
9506b95b-d588-4533-82ec-3e555f728b64,01,Stadt Weißenhorn,DE201905729,Weißenhorn,89264,DE279,DEU,https://www.weissenhorn.de,,buyer,,kommun-beh,,,,
9506b95b-d588-4533-82ec-3e555f728b64,01,Vergabekammer Südbayern,09-0318006-60,München,80534,DE212,DEU,https://www.regierung.oberbayern.bayern.de,,reviewer,,,,,,
20133507-4613-4ebd-95da-8a2f57f0d895,01,Kliniken der Stadt und des Landkreises Rosenheim GmbH,5e592377-5213-4a7d-b12e-ae70e1fb0c03,Rosenheim,83022,DE21K,DEU,https://www.romed-kliniken.de/,,buyer,,pub-undert-ra,,,,
20133507-4613-4ebd-95da-8a2f57f0d895,01,Regierung von Oberbayern,4bd4c232-d478-4498-83ba-9e4da6e06f97,München,80538,DE212,DEU,,,reviewer,,,,,,
20133507-4613-4ebd-95da-8a2f57f0d895,01,EKK plus GmbH,c2d602bb-54c2-4896-8695-5715e0192e6f,Köln,51149,DEA23,DEU,https://www.gdekk.de,,serv-prov,,,,,,
6022c182-3498-4ed0-9f3e-56e8ed37b231,01,"Land Hessen, vertreten durch das Hessische Competence Center -Beschaffungen-",DE 212 133 546,Wiesbaden,65189,DE714,DEU,https://vergabe.hessen.de,,buyer,,omu-lbeh,,,,
6022c182-3498-4ed0-9f3e-56e8ed37b231,01,Vergabekammer des Landes Hessen beim Regierungspräsidium Darmstadt,DE 812 056 745,Darmstadt,64283,DE714,DEU,,,reviewer,,,,,,
de65c969-dd52-4814-9c62-5b1b54856a7a,01,St. Vinzenz gGmbH,DE213070391,Fulda,36037,DE732,DEU,,,buyer,,pub-undert,,,,
de65c969-dd52-4814-9c62-5b1b54856a7a,01,Vergabekammer des Landes Hessen,06151126603,Darmstadt,64283,DE711,DEU,,,reviewer,,,,,,
de65c969-dd52-4814-9c62-5b1b54856a7a,01,Vergabekammer des Landes Hessen,06151126603,Darmstadt,64283,DE711,DEU,,,,,,,,,
de65c969-dd52-4814-9c62-5b1b54856a7a,01,Vergabekammer des Landes Hessen,06151126603,Darmstadt,64283,DE711,DEU,,,mediator,,,,,,
b8978155-5df0-4743-a47b-17b326208f78,01,"DB Systel GmbH (Bukr 2B, 44)",b0dddab8-f7a2-47ea-a329-01fb74f2575d,Frankfurt am Main,60329,DE712,DEU,http://www.deutschebahn.com/bieterportal,,buyer,,,,,,
b8978155-5df0-4743-a47b-17b326208f78,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
0cd5762f-6d15-42d5-bb02-89240c990c72,01,"Fraunhofer-Gesellschaft, Einkauf B12",DE 129515865,München,80686,DE212,DEU,https://vergabe.fraunhofer.de/,,buyer,https://vergabe.fraunhofer.de/NetServer/,pub-undert,,,,
0cd5762f-6d15-42d5-bb02-89240c990c72,01,Vergabekammern des Bundes,t:022894990,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
0cd5762f-6d15-42d5-bb02-89240c990c72,01,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V.,DE-129515865,München,80686,DE212,DEU,https://www.fraunhofer.de,,,,,,,,
638de82a-f853-4b99-b7f6-276f72d8f122,01,Kreisstadt Bergheim Der Bürgermeister,053620008008-31001-15',Bergheim,50126,DEA27,DEU,https://www.bergheim.de,,buyer,,kommun-beh,,,,
638de82a-f853-4b99-b7f6-276f72d8f122,01,Vergabekammer Westfalen,05515-03004-07,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
638de82a-f853-4b99-b7f6-276f72d8f122,01,CANCOM GmbH,DE128791177,Jettingen-Scheppach,89343,DE278,DEU,http://www.cancom.de,,tenderer,,,,large,DEU,False
8850e2ed-8211-4877-8ce3-ab6cabf3515f,01,Stadt Leverkusen - Fachbereich Recht und Vergabe,05316-31001-10,Leverkusen,51373,DEA24,DEU,http://www.leverkusen.de,,buyer,,kommun-beh,,,,
8850e2ed-8211-4877-8ce3-ab6cabf3515f,01,Oberlandesgericht Düsseldorf,05111-04009-51,Düsseldorf,40474,DEA11,DEU,,,,,,,,,
8850e2ed-8211-4877-8ce3-ab6cabf3515f,01,Vergabekammer Westfalen,05515-03004-07,Münster,48147,DEA33,DEU,https://www.bezreg-muenster.de/themen/wirtschaft-kultur-und-kommunales/vergabekammer-westfalen,,reviewer,,,,,,
625720a2-3dcb-4a88-b391-48aa63d0a10f,01,"Stadt Bochum, Referat Zentrale Vergabestelle",05911-31001-89,Bochum,44787,DEA51,DEU,,,buyer,,kommun-beh,,,,
625720a2-3dcb-4a88-b391-48aa63d0a10f,01,Vergabekammer Westfalen bei der Bezirksregierung Münster,05515-03004-07,Münster,48147,DEA33,DEU,,,reviewer,,,,,,
dd8c3ec5-5ab2-46cc-b703-5ad9f5ae6000,01,Stadt Gelnhausen,DE719,Gelnhausen,63571,DE719,DEU,https://www.gelnhausen.de/,,buyer,,koerp-oer-kommun,,,,
dd8c3ec5-5ab2-46cc-b703-5ad9f5ae6000,01,"Regierungspräsidium Darmstadt, Vergabekammer des Landes Hessen",'+49 6151126603,Darmstadt,64283,DE711,DEU,https://rp-darmstadt.hessen.de/infrastruktur-und-wirtschaft/oeffentliches-auftragswesen/vergabekammer,,reviewer,,,,,,
dd8c3ec5-5ab2-46cc-b703-5ad9f5ae6000,01,Janzen Lifttechnik GmbH,DE293470075,Niederlangen,49779,DE949,DEU,https://www.j-lifte.com/de/,,tenderer,,,,small,DEU,False
d86840df-3303-4c19-a3d3-777ee6813b73,01,Staatliches Bauamt Nürnberg,009-0995308-13,Nürnberg,90443,DE254,DEU,,,serv-prov,,omu-lbeh,,,,
d86840df-3303-4c19-a3d3-777ee6813b73,01,Vergabekammer Nordbayern,09-0358002-61,Ansbach,91522,DE251,DEU,,,reviewer,,,,,,
d86840df-3303-4c19-a3d3-777ee6813b73,01,Staatliches Bauamt Nürnberg - Vergabestelle,09-0995308-13,Nürnberg,90443,DE254,DEU,,,,,,,,,
a72e859e-1800-4833-813a-9247ffdf31e7,01,Flughafen Stuttgart Energie GmbH,DE 263400539,Stuttgart,70629,DE113,DEU,,,buyer,,,,,,
a72e859e-1800-4833-813a-9247ffdf31e7,01,Baden Airpark GmbH,DE 213372717,Rheinmünster,77836,DE124,DEU,,,buyer,,,,,,
a72e859e-1800-4833-813a-9247ffdf31e7,01,Vergabekammer Baden-Württemberg beim Reg,08-A9866-40,Karlsruhe,76137,DE122,DEU,,,reviewer,,,,,,
a72e859e-1800-4833-813a-9247ffdf31e7,01,enercity AG,DE811116141,Hannover,30169,DE929,DEU,http://www.enercity.de,,tenderer,,,,large,DEU,False
49715446-c1da-4691-9ef4-4f898af7c008,01,"Landeshauptstadt Saarbrücken, , Amt für Brand- und Bevölkerungsschutz",10041100-5360000001-35,Saarbrücken,66111,DEC01,DEU,,,buyer,https://saarvpsl.vmstart.de/,kommun-beh,,,,
49715446-c1da-4691-9ef4-4f898af7c008,01,"Landeshauptstadt Saarbrücken, , Hauptamt -Zentraler Vergabeservice-",1004 1100-5360000001-35,Saarbrücken,66111,DEC01,DEU,https://saarvpsl.vmstart.de,,,,,,,,
49715446-c1da-4691-9ef4-4f898af7c008,01,"Vergabekammern des Saarlandes beim Ministerium für Wirtschaft, Arbeit, Energie und Verkehr des Saarlandes",10000000-00108010000001-47,Saarbrücken,66119,DEC01,DEU,https://www.saarland.de/mwide/DE/themen-aufgaben/weitere_aufgaben/vergabekammern/vergabekammern,,reviewer,,,,,,
49715446-c1da-4691-9ef4-4f898af7c008,01,"Vergabekammern des Saarlandes beim Ministerium für Wirtschaft, Arbeit, Energie und Verkehr des Saarlandes",10000000- 00108010000001-47,Saarbrücken,66119,DEC01,DEU,https://www.saarland.de/mwide/DE/themen-aufgaben/weitere_aufgaben/vergabekammern/vergabekammern,,,,,,,,
49715446-c1da-4691-9ef4-4f898af7c008,01,Merbag Mitte-West GmbH,DE 149 247 682,Andernach,56626,DEB17,DEU,,,tenderer,,,,large,,False
4c8b8d25-5ca8-4a24-af95-19a6f5a0b651,01,"Deutsche Rentenversicherung Bayern Süd, Abteilung Verwaltung",DE128 969 128,Landshut,84028,DE221,DEU,https://www.drv-bayernsued.de,,buyer,https://www.deutsche-rentenversicherung-bund.de/einkaufskoordination/NetServer/,koerp-oer-land,,,,
4c8b8d25-5ca8-4a24-af95-19a6f5a0b651,01,Vergabekammer Südbayern - Regierung von Oberbayern,DE811 335 517,München,80538,DE212,DEU,https://www.regierung.oberbayern.bayern.de/behoerde/mittelinstanz/vergabekammer/,,reviewer,,,,,,
4c8b8d25-5ca8-4a24-af95-19a6f5a0b651,01,MTM-Plan GmbH,DE 323917727,Eschlkam,93458,DE235,DEU,,,tenderer,,,,small,DEU,False
d617515d-c861-42af-a1db-efb077422ddd,01,Brandenburgischer IT-Dienstleister,12-121092720202821-39,Potsdam,14480,DE404,DEU,https://zit-bb.brandenburg.de,,buyer,,omu-lbeh,,,,
d617515d-c861-42af-a1db-efb077422ddd,01,"Vergabekammer des Landes Brandenburg  beim Ministerium für Wirtschaft, Energie, Klimaschutz und Europa",t:03318661719,Potsdam,14473,DE404,DEU,,,reviewer,,,,,,
48ad93c1-a5ef-48ec-b699-689d0bc29a11,01,"Stadt Bochum, Referat Zentrale Vergabestelle",05911-31001-89,Bochum,44777,DEA51,DEU,https://www.bochum.de,,buyer,,kommun-beh,,,,
48ad93c1-a5ef-48ec-b699-689d0bc29a11,01,Vergabekammer Westfalen bei der Bezirksregierung Münster,05515-03004-07,Münster,48147,DEA33,DEU,https://bezreg-muenster.de,,reviewer,,,,,,
48ad93c1-a5ef-48ec-b699-689d0bc29a11,01,Sozialdienst kath. Frauen e.V.,306/5801/0320,Bochum,44807,DEA51,DEU,http://skf-bochum.de,,tenderer,,,,small,DEU,False
8eece87c-c8ed-4c58-8424-4bfc2e480153,01,Hamburger Hochbahn AG,DE811239681,Hamburg,20095,DE600,DEU,http://hochbahn.de,,buyer,,pub-undert,,,,
8eece87c-c8ed-4c58-8424-4bfc2e480153,01,Vergabekammer bei der Finanzbehörde Hamburg,02000000-KFB0000001-20,Hamburg,20354,DE600,DEU,,,reviewer,,,,,,
8eece87c-c8ed-4c58-8424-4bfc2e480153,01,iwb Ingenieure Infrastruktur GmbH & Co. KG,DE 114887554,Hamburg,20459,DE600,DEU,,,tenderer,,,,large,DEU,False
a01b6767-8cce-49dc-b347-29b2254182ba,01,Vivantes - Netzwerk für Gesundheit GmbH,11-2100031000-94,Berlin,13407,DE300,DEU,https://www.vivantes.de,,buyer,,pub-undert,,,,
a01b6767-8cce-49dc-b347-29b2254182ba,01,Vergabekammer des Landes Berlin,11-1300000V00-74,Berlin,10825,DE300,DEU,,,reviewer,,,,,,
a01b6767-8cce-49dc-b347-29b2254182ba,01,ALTE LEIPZIGER Lebensversicherung auf Gegenseitikeit,DE 114106814,Oberursel,61440,DE718,DEU,,,tenderer,,,,large,DEU,False
a01b6767-8cce-49dc-b347-29b2254182ba,01,Allianz Lebensversicherungs-AG,DE 811 150 678,Stuttgart,70565,DE111,DEU,,,tenderer,,,,large,,True
ea0e049a-a32c-4310-aeb3-6f1f61ea8b6c,01,DB Station&Service AG (Bukr 11),1691faa3-330c-4d76-a952-fba98f1e87c3,Berlin,10557,DE300,DEU,http://www.deutschebahn.com/bieterportal,,buyer,,,,,,
ea0e049a-a32c-4310-aeb3-6f1f61ea8b6c,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
ea0e049a-a32c-4310-aeb3-6f1f61ea8b6c,01,IMM Maidl & Maidl Beratende - Ingenieure GmbH & Co. KG,d4cc4340-dd2c-44c0-b4a3-0518eabe90c7,Bochum,44801,DEA51,DEU,,,tenderer,,,,,,
2f3259ec-494a-445b-8973-8e88ea4d982b,01,Landratsamt Main-Tauber-Kreis,00,Tauberbischofsheim,97941,DE11B,DEU,https://www.main-tauber-kreis.de,,buyer,https://www.vergabe24.de,kommun-beh,,,,
2f3259ec-494a-445b-8973-8e88ea4d982b,01,Vergabekammer Baden-Württemberg Regierungspräsidium Karlsruhe,0725642,Karlsruhe,76137,DE122,DEU,,,reviewer,,,,,,
5d629036-f05a-4442-bf94-3393a3cbddba,01,HEnW KommunalEnergie GmbH,116349,Hamburg,20539,DE600,DEU,https://www.hamburger-energiewerke.de,,buyer,,,,,,
5d629036-f05a-4442-bf94-3393a3cbddba,01,Vergabekammer bei der Finanzbehörde,HRB110712,Hamburg,20354,DE600,DEU,,,reviewer,,,,,,
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,DB InfraGO AG – Geschäftsbereich Fahrweg (Bukr 16),fb197f94-7578-4673-8a57-4642ae120532,Frankfurt Main,60327,DE712,DEU,http://www.deutschebahn.com/bieterportal/,,buyer,,,,,,
8d4a29da-6d95-436d-a0f7-26429bbf0f10,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
ec8e8be2-d6eb-4729-8d2d-09bbef6c68a8,01,Kreis Borken - Fachbereich 32,055540012012-31002-06,Borken,46325,DEA34,DEU,,,buyer,,kommun-beh,,,,
ec8e8be2-d6eb-4729-8d2d-09bbef6c68a8,01,Vergabekammer bei der Bezirksregierung Münster,05515-03004-07,Münster,48143,DEA33,DEU,,,reviewer,,,,,,
bcc8ba50-6f9a-4203-b1b0-8e47f17b1d21,01,Stadt Oelde,055700028028-31001-71,Oelde,59302,DEA38,DEU,https://www.oelde.de,,buyer,,kommun-beh,,,,
bcc8ba50-6f9a-4203-b1b0-8e47f17b1d21,01,Vergabekammer Westfalen,05515-03004-07,Münster,48231,DEA33,DEU,http://www.brms.nrw.de,,reviewer,,,,,,
443b1f65-33e9-470e-a0d4-bdfbe75a3894,01,Bundeswehr-Dienstleistungszentrum Idar-Oberstein,de280373910,Idar-Oberstein,55743,DEB15,DEU,http://www.evergabe-online.de/,,buyer,,omu-bbeh,,,,
443b1f65-33e9-470e-a0d4-bdfbe75a3894,01,Bundeskartellamt,991-02380-92,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
58eb916b-42e7-4bae-a968-f2441fbbdf8e,01,"Stadt Heidelberg, Stadtplanungsamt",DE 143296597,Heidelberg,69117,DE125,DEU,,,buyer,,kommun-beh,,,,
58eb916b-42e7-4bae-a968-f2441fbbdf8e,01,THIELE³ ARCHITEKTEN UND INGENIEURE,DE0625242644,Darmstadt,64285,DE711,DEU,https://www.thielehoch3.de/,,,,,,,,
58eb916b-42e7-4bae-a968-f2441fbbdf8e,01,Vergabekammer Baden-Württemberg,08-A9866-40,Karlsruhe,76131,DE122,DEU,https://rp.baden-wuerttemberg.de,,reviewer,,,,,,
58eb916b-42e7-4bae-a968-f2441fbbdf8e,01,Planergruppe GmbH,UST.ID DE120646075,Essen,45128,DEA13,DEU,http://die-planerrguppe.de,,tenderer,,,,small,DEU,False
58eb916b-42e7-4bae-a968-f2441fbbdf8e,01,Müller Ingenieurplan GmbH,DE238967401,Ettlingen,76275,DE123,DEU,,,tenderer,,,,small,DEU,False
5b4b6b5d-0392-497a-9434-6a4c80f1c9ed,01,Landkreis Sächsische Schweiz-Osterzgebirge,14628-LK01-14,Pirna,01796,DED2F,DEU,https://www.landratsamt-pirna.de,,buyer,https://www.vergabe.rib.de,koerp-oer-kommun,,,,
5b4b6b5d-0392-497a-9434-6a4c80f1c9ed,01,1. Vergabekammer des Freistaates Sachsen bei der Landesdirektion Sachsen,000,Leipzig,04107,DED51,DEU,https://www.lds.sachsen.de/?ID=4421&art_param=363,,reviewer,,,,,,
5b4b6b5d-0392-497a-9434-6a4c80f1c9ed,01,MEGWARE Computer Vertrieb und Service GmbH,DE 140853167,Chemnitz,09247,DED41,DEU,,,winner,,,,medium,DEU,
6567e7d7-a73f-4743-95cc-1d79924e3da6,01,DB InfraGO AG – Geschäftsbereich Fahrweg (Bukr 16),fb197f94-7578-4673-8a57-4642ae120532,Frankfurt Main,60327,DE712,DEU,http://www.deutschebahn.com/bieterportal/,,buyer,,,,,,
6567e7d7-a73f-4743-95cc-1d79924e3da6,01,Vergabekammer des Bundes,0a9ea480-08e4-4ab6-bf12-d722d0ad54b6,Bonn,53113,DEA22,DEU,,,reviewer,,,,,,
6567e7d7-a73f-4743-95cc-1d79924e3da6,01,Sächsische Bau GmbH,3dea8bd6-fd6d-4cbc-9de3-450cb3474547,Dresden,01099,DED21,DEU,,,tenderer,,,,,,
fd32bf75-380b-4526-8219-1452e28c6aab,01,Leipziger Wohnungs-und Baugesellschaft mbH,USt-ID. DE141498380,Leipzig,04103,DED51,DEU,,,buyer,,pub-undert,,,,
fd32bf75-380b-4526-8219-1452e28c6aab,01,"1. Vergabekammer des Freistaates Sachsen bei der Landesdirektion Sachsen, DS Leipzig",keine,Leipzig,04107,DED51,DEU,https://www.lds.sachsen.de/,,reviewer,,,,,,
6f53dfab-2e5b-4d3c-8c90-51b0e179ed28,01,Max Planck Information and Technology (MaxIT),T:089909311-0,München,80687,DE212,DEU,https://www.mpg.de/zentrale-einrichtungen/maxit,,buyer,,grp-p-aut,,,,
6f53dfab-2e5b-4d3c-8c90-51b0e179ed28,01,Vergabekammer Südbayern bei der Regierung von Oberbayern,t:08921760,München,80534,DE212,DEU,,,reviewer,,,,,,
455f167a-a4f5-4731-9358-f35e7a72bbd8,01,Universitätsklinikum Halle (Saale) A.ö.R.,0345557-1060,Halle (Saale),06120,DEE02,DEU,,,buyer,,anst-oer-kommun,,,,
455f167a-a4f5-4731-9358-f35e7a72bbd8,01,"Landesverwaltungsamt Sachsen-Anhalt, 1., 2. und 3. Vergabekammer",t:03455141536,Halle (Saale),06112,DEE02,DEU,,,reviewer,,,,,,
455f167a-a4f5-4731-9358-f35e7a72bbd8,01,enPORTAL GmbH,Umsatzsteuer-Identifikationsnr.: DE260447746,Pronstorf,D-23820,DEF0D,DEU,,,,,,,,,
455f167a-a4f5-4731-9358-f35e7a72bbd8,01,EVH GmbH,DE 156 397 612,Halle / Saale,6108,DEE02,DEU,,,tenderer,,,,medium,,
c1420ad3-d5ad-45b3-aebd-ed9669ffe8fa,01,Stadt Püttlingen,DE68986910,Püttlingen,66346,DEC01,DEU,https://www.puettlingen.de/,,buyer,,kommun-beh,,,,
c1420ad3-d5ad-45b3-aebd-ed9669ffe8fa,01,Vergabemanufaktur Rechtsanwaltsgesellschaft mbH,HRB 111108,Riegelsberg,66292,DEC01,DEU,https://www.vergabemanufaktur.de/,,serv-prov,,,,,,
c1420ad3-d5ad-45b3-aebd-ed9669ffe8fa,01,Vergabekammern des Saarlandes,10000000-00108010000001-47,Saarbrücken,66619,DEC01,DEU,,,reviewer,,,,,,
d2d48dc2-f531-4bcd-999c-62b90579b79f,01,GELSENDIENSTE,DE125018225,Gelsenkirchen,45879,DEA32,DEU,https://www.gelsendienste.de/START/default.asp,,buyer,,pub-undert-ra,,,,
d2d48dc2-f531-4bcd-999c-62b90579b79f,01,Vergabekammer Westfalen,DE164242157,Münster,48147,DEA33,DEU,http://www.bezreg-muenster.nrw.de/de/wirtschaft_finanzen_kommunalaufsicht/vergabekammer_westfalen/index.html,,reviewer,,,,,,
d2d48dc2-f531-4bcd-999c-62b90579b79f,01,FAUN Umwelttechnik GmbH & Co. KG,DE177881176,Osterholz-Scharmbeck,27711,DE936,DEU,,,tenderer,,,,large,DEU,False
915313db-1a99-4a68-802f-f0707033240b,01,"Stadt Halle (Saale), Fachbereich Recht, Team Vergabe Bauleistungen/Bauplanungen",Leitweg-ID: DE 110/144/40390,Halle (Saale),06108,DEE02,DEU,https://halle.de,,buyer,,kommun-beh,,,,
915313db-1a99-4a68-802f-f0707033240b,01,1. Vergabekammer beim Landesverwaltungsamt Sachsen-Anhalt,keine Angaben,Halle (Saale),06112,DEE02,DEU,https://www.lvwa.sachsen-anhalt.de,,reviewer,,,,,,
915313db-1a99-4a68-802f-f0707033240b,01,"Stadt Halle (Saale), Fachbereich Recht, Abteilung Vergabe, z.H. Herr Kemnitzer",Leitweg-ID: DE 110/144/40390,Halle (Saale),06108,DEE02,DEU,https://halle.de,,,,,,,,
ed6675ff-7b24-4be8-8fe8-77d6714633f2,01,Landkreis Rottal-Inn,09277000-RSEGG1566-62,Pfarrkirchen,84347,DE22A,DEU,http://www.rottal-inn.de,,buyer,https://www.rottal-inn.de/landkreis-region/aktuelle-ausschreibungen/,kommun-beh,,,,
ed6675ff-7b24-4be8-8fe8-77d6714633f2,01,"Regierung von Oberbayern, Vergabekammer Südbayern",09-0318006-60,München,80538,DE212,DEU,,,reviewer,,,,,,
326d396e-a357-4ff6-8360-829eeff56814,01,ekom21 - Kommunales Gebietsrechenzentrum Hessen,06-EKOM21KGRZ0001-43,Gießen,35398,DE731,DEU,https://www.ekom21.de,,buyer,https://www.ekom21.de,koerp-oer-kommun,,,,
326d396e-a357-4ff6-8360-829eeff56814,01,Vergabekammer des Landes Hessen beim Regierungspräsidium Darmstadt,t:06151126603,Darmstadt,64295,DE711,DEU,,,reviewer,,,,,,
4214b1f1-d072-4fe2-86a9-354f62166769,01,Landesgartenschau Oberhessen 2027 gGmbH,DE350560988,Nidda,63667,DE71E,DEU,https://landesgartenschau-oberhessen.de/,,buyer,,grp-p-aut,,,,
